Angle,Observed,Calculated,Background,SiO2_nb,Dolomite_nb,Hydroxyapatite_nb,SiO2,Dolomite,Hydroxyapatite
40.2019,953,1007.25,435.07,569.91,2.27,0,1004.98,437.34,435.07
40.252,1266,1282.64,434.57,845.56,2.51,0,1280.13,437.08,434.57
40.3021,1470,1441.1,434.08,1004.22,2.81,0,1438.3,436.89,434.08
40.3523,1349,1356.03,433.58,919.23,3.22,0,1352.81,436.8,433.58
40.4024,1144,1192.8,433.09,755.88,3.83,0,1188.97,436.92,433.09
40.4525,924,967.94,432.6,531.01,4.33,0,963.61,436.93,432.6
40.5027,742,780.81,432.11,343.99,4.71,0,776.1,436.82,432.11
40.5528,647,667.63,431.63,230.68,5.32,0,662.31,436.95,431.63
40.603,599,602.03,431.15,164.67,6.2,0,595.82,437.35,431.15
40.6531,559,562.37,430.67,124.31,7.39,0,554.98,438.06,430.67
40.7032,500,537.34,430.19,98.13,9.01,0,528.32,439.2,430.19
40.7534,497,521.26,429.72,80.26,11.28,0,509.98,441,429.72
40.8035,517,511.4,429.25,67.55,14.6,0,496.8,443.85,429.25
40.8536,541,506.66,428.78,58.21,19.67,0,486.99,448.45,428.78
40.9038,510,507.25,428.31,51.18,27.75,0,479.49,456.06,428.31
40.9539,551,514.53,427.85,45.81,40.88,0,473.66,468.73,427.85
41.0041,549,532.27,427.39,41.69,63.19,0,469.08,490.58,427.39
41.0542,580,575.71,426.93,38.66,110.12,0,465.59,537.05,426.93
41.1043,644,680.81,426.47,36.87,217.47,0,463.34,643.94,426.47
41.1545,785,782.36,426.02,36.47,319.87,0,462.49,745.89,426.02
41.2046,726,721.32,425.56,34.79,260.96,0,460.35,686.52,425.56
41.2547,677,680.27,425.12,32.16,222.99,0,457.28,648.11,425.12
41.3049,595,596.41,424.67,30.52,141.22,0,455.19,565.89,424.67
41.355,510,527.71,424.22,29.59,73.89,0,453.81,498.11,424.22
41.4052,547,495.64,423.78,29.11,42.75,0,452.89,466.53,423.78
41.4553,461,480.02,423.34,28.99,27.69,0,452.33,451.03,423.34
41.5054,484,471.54,422.91,29.2,19.43,0.01,452.11,442.34,422.92
41.5556,530,466.79,422.47,29.76,14.42,0.14,452.23,436.89,422.61
41.6057,426,463.89,422.04,30.67,11.16,0.01,452.71,433.2,422.05
41.6558,455,462.59,421.61,32.01,8.92,0.06,453.62,430.53,421.67
41.706,474,462.33,421.18,33.84,7.31,0.01,455.02,428.49,421.19
41.7561,490,463.14,420.75,36.27,6.11,0,457.02,426.86,420.75
41.8062,500,465.01,420.33,39.48,5.2,0,459.81,425.53,420.33
41.8564,484,468.11,419.91,43.7,4.49,0,463.61,424.4,419.91
41.9065,508,472.74,419.49,49.31,3.93,0.02,468.8,423.42,419.51
41.9567,507,479.41,419.08,56.86,3.47,0,475.94,422.55,419.08
42.0068,512,489.03,418.66,67.25,3.1,0.01,485.91,421.76,418.67
42.0569,548,503.04,418.25,82,2.79,0,500.25,421.04,418.25
42.1071,586,524.08,417.84,103.71,2.53,0,521.55,420.37,417.84
42.1572,575,556.8,417.44,137.05,2.32,0,554.49,419.76,417.44
42.2073,677,609.14,417.03,189.98,2.13,0,607.01,419.16,417.03
42.2575,820,693.36,416.63,274.76,1.97,0,691.39,418.6,416.63
42.3076,1000,839.65,416.23,421.59,1.84,0,837.82,418.07,416.23
42.3578,1252,1153.54,415.83,735.98,1.72,0,1151.81,417.55,415.83
42.4079,1841,1815.48,415.44,1398.42,1.63,0,1813.86,417.07,415.44
42.458,2106,2263.55,415.04,1846.97,1.54,0,2262.01,416.58,415.04
42.5082,1995,1906.63,414.65,1490.51,1.47,0,1905.16,416.12,414.65
42.5583,1736,1697.03,414.26,1281.37,1.4,0,1695.63,415.66,414.26
42.6084,1362,1230.83,413.87,815.6,1.35,0,1229.47,415.22,413.87
42.6586,926,856.87,413.49,442.08,1.31,0,855.57,414.8,413.49
42.7087,744,677.55,413.11,263.17,1.27,0,676.28,414.38,413.11
42.7589,589,588.29,412.73,174.33,1.24,0,587.06,413.97,412.73
42.809,610,538.38,412.35,124.82,1.22,0,537.17,413.57,412.35
42.8591,538,507.68,411.97,94.51,1.2,0,506.48,413.17,411.97
42.9093,517,487.39,411.6,74.6,1.2,0,486.2,412.8,411.6
42.9594,486,473.23,411.23,60.81,1.2,0,472.04,412.43,411.23
43.0095,456,462.92,410.86,50.86,1.2,0,461.72,412.06,410.86
43.0597,459,455.14,410.49,43.43,1.22,0,453.92,411.71,410.49
43.1098,491,449.11,410.12,37.74,1.25,0,447.86,411.37,410.12
43.16,447,444.34,409.76,33.29,1.29,0,443.05,411.05,409.76
43.2101,449,440.48,409.4,29.74,1.34,0,439.14,410.74,409.4
43.2602,420,437.32,409.04,26.86,1.42,0,435.9,410.46,409.04
43.3104,428,434.7,408.68,24.5,1.52,0,433.18,410.2,408.68
43.3605,455,432.53,408.32,22.54,1.67,0,430.86,409.99,408.32
43.4106,426,430.81,407.97,20.9,1.87,0.07,428.87,409.84,408.04
43.4608,425,429.3,407.62,19.51,2.15,0.02,427.13,409.77,407.64
43.5109,433,428.21,407.27,18.34,2.59,0.02,425.61,409.86,407.29
43.561,388,427.54,406.92,17.33,3.26,0.02,424.25,410.18,406.94
43.6112,427,427.36,406.57,16.47,4.32,0,423.04,410.89,406.57
43.6613,429,428.01,406.23,15.73,6.04,0,421.96,412.27,406.23
43.7115,402,430.55,405.89,15.1,9.56,0,420.99,415.45,405.89
43.7616,451,437.8,405.55,14.55,17.7,0,420.1,423.25,405.55
43.8117,444,447.02,405.21,14.08,27.72,0,419.29,432.93,405.21
43.8619,474,442.38,404.87,13.69,23.81,0,418.56,428.68,404.87
43.912,453,438.42,404.54,13.35,20.51,0.03,417.89,425.05,404.57
43.9621,441,432.94,404.21,13.07,15.66,0,417.28,419.87,404.21
44.0123,448,425.87,403.88,12.84,9.13,0.01,416.72,413.01,403.89
44.0624,430,422.11,403.55,12.66,5.9,0,416.21,409.45,403.55
44.1126,388,420.22,403.22,12.53,4.47,0,415.75,407.69,403.22
44.1627,445,419.15,402.89,12.44,3.82,0,415.33,406.71,402.89
44.2128,418,418.52,402.57,12.39,3.56,0,414.96,406.13,402.57
44.263,419,418.17,402.25,12.39,3.54,0,414.64,405.79,402.25
44.3131,411,418.02,401.93,12.43,3.66,0,414.36,405.59,401.93
44.3632,436,418.04,401.61,12.51,3.91,0,414.12,405.52,401.61
44.4134,437,418.28,401.29,12.64,4.34,0,413.93,405.63,401.29
44.4635,413,418.78,400.98,12.83,4.98,0,413.81,405.96,400.98
44.5137,393,419.63,400.66,13.06,5.9,0,413.72,406.56,400.66
44.5638,436,420.96,400.35,13.36,7.25,0,413.71,407.6,400.35
44.6139,445,423.03,400.04,13.73,9.26,0,413.77,409.3,400.04
44.6641,455,426.3,399.73,14.2,12.36,0,413.93,412.09,399.73
44.7142,446,431.48,399.43,14.81,17.24,0,414.24,416.67,399.43
44.7643,460,439.6,399.12,15.6,24.88,0,414.72,424,399.12
44.8145,467,453.71,398.82,16.66,38.23,0.01,415.48,437.05,398.83
44.8646,491,484.59,398.52,18.19,67.8,0.08,416.71,466.32,398.6
44.9147,512,550.64,398.22,20.59,131.83,0.01,418.81,530.05,398.23
44.9649,628,595.69,397.92,24.55,173.2,0.03,422.47,571.12,397.95
45.015,530,561.98,397.62,29.79,134.56,0.01,427.41,532.18,397.63
45.0652,528,549.91,397.32,32.31,120.27,0,429.63,517.59,397.32
45.1153,559,510.26,397.03,31.93,81.29,0,428.96,478.32,397.03
45.1654,488,473.67,396.74,32.46,44.47,0,429.2,441.21,396.74
45.2156,501,457.98,396.45,34.74,26.8,0,431.19,423.25,396.45
45.2657,472,452.54,396.16,38.73,17.66,0,434.89,413.82,396.16
45.3158,431,453.3,395.87,44.65,12.78,0,440.52,408.65,395.87
45.366,475,458.22,395.58,53.18,9.46,0,448.76,405.04,395.58
45.4161,541,468.06,395.3,65.51,7.25,0,460.81,402.55,395.3
45.4663,538,484.69,395.01,84.01,5.67,0,479.02,400.68,395.01
45.5164,610,511.55,394.73,112.24,4.57,0,506.97,399.3,394.73
45.5665,600,554.19,394.45,155.93,3.8,0,550.38,398.25,394.45
45.6167,714,622.16,394.17,224.76,3.23,0,618.93,397.4,394.17
45.6668,882,749.5,393.89,352.81,2.8,0,746.7,396.69,393.89
45.7169,1065,1035.08,393.62,639,2.46,0,1032.62,396.08,393.62
45.7671,1390,1550.68,393.34,1155.11,2.23,0,1548.45,395.57,393.34
45.8172,1418,1652.68,393.07,1257.49,2.11,0,1650.56,395.18,393.07
45.8674,1265,1385.22,392.79,990.29,2.13,0,1383.08,394.92,392.79
45.9175,1154,1270.81,392.52,876.35,1.93,0.01,1268.87,394.45,392.53
45.9676,930,946.37,392.25,552.49,1.62,0.01,944.74,393.87,392.26
46.0178,625,697.22,391.98,303.79,1.43,0.01,695.77,393.41,391.99
46.0679,588,577.31,391.72,184.28,1.3,0.01,576,393.02,391.73
46.118,521,516.62,391.45,123.97,1.19,0.01,515.42,392.64,391.46
46.1682,471,482.3,391.18,89.96,1.1,0.06,481.14,392.28,391.24
46.2183,473,461.59,390.92,68.97,1.02,0.68,459.89,391.94,391.6
46.2685,463,446.77,390.66,55.11,0.96,0.05,445.77,391.62,390.71
46.3186,453,437.01,390.4,45.48,0.9,0.23,435.88,391.3,390.63
46.3687,407,429.58,390.14,38.53,0.85,0.07,428.67,390.99,390.21
46.4189,422,424.03,389.88,33.34,0.81,0.01,423.22,390.69,389.89
46.469,392,419.77,389.62,29.37,0.77,0,418.99,390.39,389.62
46.5191,426,416.38,389.36,26.28,0.74,0,415.64,390.1,389.36
46.5693,415,413.64,389.11,23.83,0.71,0,412.94,389.82,389.11
46.6194,436,411.39,388.85,21.86,0.68,0,410.71,389.53,388.85
46.6696,414,409.51,388.6,20.26,0.65,0,408.86,389.25,388.6
46.7197,423,407.92,388.35,18.94,0.63,0,407.29,388.98,388.35
46.7698,414,406.57,388.09,17.86,0.61,0,405.95,388.7,388.09
46.82,414,405.4,387.84,16.96,0.59,0,404.8,388.43,387.84
46.8701,392,404.39,387.59,16.22,0.58,0,403.81,388.17,387.59
46.9202,401,403.51,387.35,15.6,0.56,0,402.95,387.91,387.35
46.9704,424,402.74,387.1,15.09,0.55,0,402.19,387.65,387.1
47.0205,396,402.06,386.85,14.67,0.54,0,401.52,387.39,386.85
47.0706,376,401.46,386.61,14.32,0.53,0,400.93,387.14,386.61
47.1208,424,400.93,386.36,14.04,0.52,0,400.4,386.88,386.36
47.1709,429,400.46,386.12,13.82,0.51,0,399.94,386.63,386.12
47.2211,385,400.04,385.88,13.66,0.5,0,399.54,386.38,385.88
47.2712,409,399.68,385.64,13.54,0.5,0,399.18,386.14,385.64
47.3213,363,399.36,385.4,13.47,0.49,0,398.87,385.89,385.4
47.3715,378,399.09,385.16,13.44,0.49,0,398.6,385.65,385.16
47.4216,403,398.85,384.92,13.44,0.48,0,398.36,385.4,384.92
47.4717,372,398.65,384.68,13.49,0.48,0,398.17,385.16,384.68
47.5219,406,398.5,384.45,13.57,0.48,0.01,398.02,384.93,384.46
47.572,361,398.61,384.21,13.68,0.48,0.24,397.89,384.69,384.45
47.6222,383,398.31,383.97,13.82,0.48,0.04,397.79,384.45,384.01
47.6723,425,398.25,383.74,14,0.48,0.03,397.74,384.22,383.77
47.7224,398,398.32,383.51,14.21,0.48,0.12,397.72,383.99,383.63
47.7726,382,398.22,383.27,14.46,0.48,0.01,397.73,383.75,383.28
47.8227,361,398.27,383.04,14.74,0.49,0,397.78,383.53,383.04
47.8728,391,398.36,382.81,15.05,0.49,0,397.86,383.3,382.81
47.923,380,398.49,382.58,15.41,0.5,0,397.99,383.08,382.58
47.9731,353,398.66,382.35,15.8,0.51,0,398.15,382.86,382.35
48.0233,358,398.88,382.12,16.24,0.51,0,398.36,382.63,382.12
48.0734,411,399.22,381.9,16.72,0.52,0.08,398.62,382.42,381.98
48.1235,438,399.46,381.67,17.25,0.54,0.01,398.92,382.21,381.68
48.1737,364,399.83,381.44,17.83,0.55,0.01,399.27,381.99,381.45
48.2238,416,400.28,381.22,18.46,0.56,0.04,399.68,381.78,381.26
48.2739,394,400.74,380.99,19.16,0.58,0,400.15,381.57,380.99
48.3241,411,401.29,380.77,19.92,0.6,0,400.69,381.37,380.77
48.3742,410,401.93,380.54,20.76,0.62,0,401.3,381.16,380.54
48.4244,423,402.65,380.32,21.68,0.65,0,402,380.97,380.32
48.4745,386,403.47,380.1,22.69,0.68,0,402.79,380.78,380.1
48.5246,413,404.39,379.88,23.8,0.72,0,403.68,380.6,379.88
48.5748,451,405.44,379.66,25.03,0.76,0,404.69,380.42,379.66
48.6249,417,406.63,379.43,26.38,0.81,0,405.81,380.24,379.43
48.675,399,407.97,379.21,27.88,0.87,0,407.09,380.08,379.21
48.7252,416,409.49,379,29.54,0.95,0.01,408.54,379.95,379.01
48.7753,426,411.23,378.78,31.4,1.04,0.01,410.18,379.82,378.79
48.8254,422,413.21,378.56,33.48,1.17,0.01,412.04,379.73,378.57
48.8756,449,415.5,378.34,35.81,1.33,0.01,414.15,379.67,378.35
48.9257,464,418.19,378.12,38.46,1.56,0.05,416.58,379.68,378.17
48.9759,419,422.03,377.91,41.47,1.89,0.76,419.38,379.8,378.67
49.026,462,425.08,377.69,44.94,2.39,0.06,422.63,380.08,377.75
49.0761,454,429.74,377.48,49.04,3.11,0.11,426.52,380.59,377.59
49.1263,437,435.77,377.26,54.1,4.23,0.18,431.36,381.49,377.44
49.1764,490,444.26,377.05,60.79,6.41,0.02,437.84,383.46,377.07
49.2265,439,456.36,376.83,68.15,11.38,0.01,444.98,388.21,376.84
49.2767,461,470.24,376.62,73.72,19.89,0,450.34,396.51,376.62
49.3268,464,477.14,376.41,80.63,20.1,0,457.04,396.51,376.41
49.377,428,481.65,376.19,89.84,15.61,0,466.03,391.8,376.19
49.4271,497,492.21,375.98,101.46,14.77,0,477.44,390.75,375.98
49.4772,481,501.85,375.77,115.95,10.14,0,491.72,385.91,375.77
49.5274,457,515.76,375.56,134.18,6.03,0,509.74,381.59,375.56
49.5775,507,537.02,375.35,157.57,4.1,0,532.92,379.45,375.35
49.6276,531,566.07,375.13,187.73,3.2,0,562.86,378.33,375.13
49.6778,599,604.02,374.92,226.33,2.77,0,601.25,377.69,374.92
49.7279,613,655.88,374.71,278.6,2.56,0.01,653.31,377.27,374.72
49.7781,642,728.3,374.5,351.29,2.5,0.01,725.79,377,374.51
49.8282,747,831.95,374.3,455.12,2.53,0.01,829.42,376.83,374.31
49.8783,854,981.69,374.09,604.95,2.64,0.01,979.04,376.73,374.1
49.9285,1104,1202.8,373.88,825.92,2.83,0.18,1199.8,376.71,374.06
49.9786,1484,1551.23,373.67,1174.36,3.1,0.1,1548.03,376.77,373.77
50.0287,2260,2148.03,373.46,1771.07,3.48,0.02,2144.53,376.94,373.48
50.0789,3331,3121.14,373.25,2743.7,3.99,0.2,3116.95,377.24,373.45
50.129,4244,4118.88,373.05,3741.12,4.69,0.02,4114.17,377.74,373.07
50.1792,4379,4177.12,372.84,3798.58,5.69,0.01,4171.42,378.53,372.85
50.2293,3649,3701.83,372.63,3322.06,7.13,0,3694.69,379.76,372.63
50.2794,3197,3240.96,372.43,2859.27,9.26,0,3231.7,381.69,372.43
50.3296,2487,2498.9,372.22,2114.31,12.36,0,2486.53,384.58,372.22
50.3797,1762,1783.14,372.01,1394.07,17.06,0,1766.08,389.07,372.01
50.4298,1227,1326.36,371.81,928.69,25.85,0,1300.5,397.66,371.81
50.48,1064,1072.31,371.6,655.15,45.55,0,1026.75,417.15,371.6
50.5301,905,950.02,371.4,495.64,82.98,0,867.04,454.38,371.4
50.5802,853,875.86,371.19,410.9,93.77,0,782.09,464.96,371.19
50.6304,801,808.59,370.99,366.01,71.58,0.01,737,442.57,371
50.6805,827,739.57,370.78,299.88,68.87,0.03,670.66,439.65,370.81
50.7307,710,672.34,370.58,247.13,54.39,0.24,617.71,424.97,370.82
50.7808,618,617.79,370.37,211.66,35.75,0.02,582.03,406.12,370.39
50.8309,618,566.51,370.17,167.59,28.69,0.06,537.76,398.86,370.23
50.8811,537,533,369.96,134.04,28.95,0.05,504,398.91,370.01
50.9312,499,516.63,369.76,111.92,34.95,0.01,481.68,404.71,369.77
50.9813,498,516.92,369.55,96.13,51.23,0,465.68,420.78,369.55
51.0315,561,544.59,369.35,84.08,91.16,0,453.43,460.51,369.35
51.0816,637,597.42,369.15,74.48,153.79,0,443.63,522.94,369.15
51.1318,571,580.06,368.94,66.64,144.48,0,435.58,513.42,368.94
51.1819,560,540.82,368.74,60.11,111.97,0,428.85,480.71,368.74
51.232,545,531.44,368.54,54.61,108.29,0,423.15,476.83,368.54
51.2822,515,494.46,368.33,49.92,76.2,0,418.25,444.53,368.33
51.3323,508,459.4,368.13,45.84,45.42,0,413.97,413.55,368.13
51.3824,453,438.31,367.93,42.25,28.13,0,410.18,396.06,367.93
51.4326,431,426.84,367.72,39.12,20,0.01,406.84,387.72,367.73
51.4827,471,418.61,367.52,36.36,14.7,0.02,403.88,382.22,367.54
51.5329,404,411.96,367.32,33.93,10.43,0.28,401.25,377.75,367.6
51.583,411,406.72,367.11,31.78,7.79,0.05,398.89,374.9,367.16
51.6331,412,402.93,366.91,29.86,6.13,0.03,396.77,373.04,366.94
51.6833,403,399.94,366.71,28.13,5,0.1,394.84,371.71,366.81
51.7334,397,397.3,366.5,26.59,4.19,0.02,393.09,370.69,366.52
51.7835,361,395.08,366.3,25.2,3.58,0,391.5,369.88,366.3
51.8337,400,393.14,366.1,23.94,3.11,0,390.04,369.21,366.1
51.8838,382,391.43,365.89,22.8,2.74,0,388.69,368.63,365.89
51.9339,321,389.9,365.69,21.77,2.44,0,387.46,368.13,365.69
51.9841,377,388.53,365.49,20.83,2.21,0,386.32,367.7,365.49
52.0342,377,387.29,365.28,19.98,2.02,0,385.26,367.3,365.28
52.0844,401,386.17,365.08,19.2,1.89,0,384.28,366.97,365.08
52.1345,357,385.17,364.88,18.49,1.8,0,383.37,366.68,364.88
52.1846,373,384.29,364.67,17.85,1.77,0,382.52,366.44,364.67
52.2348,377,383.56,364.47,17.26,1.83,0,381.73,366.3,364.47
52.2849,349,383.12,364.27,16.72,2.13,0,380.99,366.4,364.27
52.335,384,383.18,364.06,16.24,2.88,0,380.3,366.94,364.06
52.3852,386,383.03,363.86,15.79,3.37,0,379.65,367.23,363.86
52.4353,393,381.78,363.66,15.39,2.73,0,379.05,366.39,363.66
52.4855,385,380.96,363.45,15.03,2.46,0.01,378.48,365.91,363.46
52.5356,385,380.19,363.25,14.71,2.22,0.01,377.96,365.47,363.26
52.5857,363,379.08,363.05,14.42,1.6,0.01,377.47,364.65,363.06
52.6359,374,378.36,362.84,14.16,1.21,0.14,377,364.05,362.98
52.686,384,377.68,362.64,13.93,1.01,0.1,376.57,363.65,362.74
52.7361,410,377.11,362.43,13.74,0.92,0.02,376.17,363.35,362.45
52.7863,373,376.79,362.23,13.58,0.86,0.13,375.81,363.09,362.36
52.8364,344,376.26,362.03,13.44,0.77,0.03,375.47,362.8,362.06
52.8866,403,375.85,361.82,13.33,0.69,0.01,375.15,362.51,361.83
52.9367,372,375.52,361.62,13.26,0.64,0,374.88,362.26,361.62
52.9868,378,375.22,361.41,13.21,0.6,0,374.62,362.01,361.41
53.037,372,374.96,361.21,13.19,0.57,0,374.4,361.78,361.21
53.0871,387,374.74,361,13.2,0.54,0,374.2,361.54,361
53.1372,380,374.55,360.8,13.25,0.51,0,374.05,361.31,360.8
53.1874,354,374.41,360.59,13.33,0.49,0,373.92,361.08,360.59
53.2375,321,374.31,360.38,13.46,0.47,0,373.84,360.85,360.38
53.2877,414,374.26,360.18,13.64,0.45,0,373.82,360.63,360.18
53.3378,370,374.28,359.97,13.88,0.43,0,373.85,360.4,359.97
53.3879,384,374.39,359.77,14.21,0.42,0,373.98,360.19,359.77
53.4381,365,374.63,359.56,14.66,0.41,0,374.22,359.97,359.56
53.4882,346,375.07,359.35,15.3,0.42,0,374.65,359.77,359.35
53.5383,372,375.88,359.15,16.29,0.45,0,375.44,359.6,359.15
53.5885,350,377.36,358.94,17.92,0.49,0,376.86,359.43,358.94
53.6386,389,379.66,358.73,20.48,0.45,0,379.21,359.18,358.73
53.6888,437,381.69,358.53,22.77,0.39,0,381.3,358.92,358.53
53.7389,364,381.39,358.32,22.71,0.36,0,381.03,358.68,358.32
53.789,370,380.28,358.11,21.83,0.34,0,379.94,358.45,358.11
53.8392,378,379.8,357.9,21.57,0.32,0,379.47,358.22,357.9
53.8893,369,379.99,357.69,21.97,0.31,0.01,379.66,358,357.7
53.9394,371,380.65,357.49,22.86,0.3,0.01,380.35,357.79,357.5
53.9896,401,381.72,357.28,24.15,0.29,0,381.43,357.57,357.28
54.0397,382,383.19,357.07,25.83,0.28,0.01,382.9,357.35,357.08
54.0898,412,385.08,356.86,27.94,0.28,0,384.8,357.14,356.86
54.14,419,387.48,356.65,30.56,0.27,0,387.21,356.92,356.65
54.1901,369,390.53,356.44,33.82,0.26,0,390.26,356.7,356.44
54.2403,375,394.41,356.23,37.92,0.26,0,394.15,356.49,356.23
54.2904,429,399.4,356.02,43.12,0.25,0,399.14,356.27,356.02
54.3405,441,405.92,355.81,49.86,0.25,0,405.67,356.06,355.81
54.3907,440,414.65,355.6,58.8,0.24,0,414.4,355.84,355.6
54.4408,419,426.61,355.39,70.99,0.24,0,426.38,355.63,355.39
54.4909,438,443.43,355.18,88.01,0.23,0,443.19,355.41,355.18
54.5411,495,467.75,354.97,112.56,0.23,0,467.53,355.2,354.97
54.5912,507,502.72,354.76,147.74,0.23,0,502.5,354.99,354.76
54.6414,565,552,354.55,197.24,0.22,0,551.79,354.77,354.55
54.6915,674,627.58,354.33,273.02,0.22,0,627.35,354.55,354.33
54.7416,778,770.8,354.12,416.47,0.22,0,770.59,354.34,354.12
54.7918,1018,1080.92,353.91,726.8,0.21,0,1080.71,354.12,353.91
54.8419,1256,1658.59,353.7,1304.69,0.21,0,1658.39,353.91,353.7
54.892,1384,1900.49,353.48,1546.8,0.21,0,1900.28,353.69,353.48
54.9422,1309,1522.44,353.27,1168.96,0.2,0,1522.23,353.47,353.27
54.9923,1168,1421.61,353.06,1068.35,0.2,0,1421.41,353.26,353.06
55.0425,1015,1319.09,352.84,966.05,0.2,0,1318.89,353.04,352.84
55.0926,940,974.78,352.63,621.96,0.2,0,974.59,352.83,352.63
55.1427,843,759.15,352.42,406.54,0.2,0,758.96,352.62,352.42
55.1929,767,684.01,352.2,331.61,0.19,0,683.81,352.39,352.2
55.243,765,714.6,351.99,362.38,0.19,0.04,714.37,352.18,352.03
55.2931,863,867.4,351.77,515.37,0.19,0.06,867.14,351.96,351.83
55.3433,860,991.78,351.56,640.03,0.19,0.01,991.59,351.75,351.57
55.3934,855,854.05,351.34,502.49,0.19,0.03,853.83,351.53,351.37
55.4436,724,772.99,351.13,421.64,0.19,0.03,772.77,351.32,351.16
55.4937,671,748.88,350.91,397.77,0.19,0,748.68,351.1,350.91
55.5438,612,621.16,350.69,270.27,0.2,0,620.96,350.89,350.69
55.594,516,514.6,350.48,163.93,0.19,0,514.41,350.67,350.48
55.6441,471,459.31,350.26,108.87,0.19,0,459.13,350.45,350.26
55.6942,412,429.57,350.04,79.34,0.18,0,429.38,350.22,350.04
55.7444,428,411.75,349.82,61.74,0.18,0,411.56,350,349.82
55.7945,388,400.08,349.61,50.29,0.18,0,399.9,349.79,349.61
55.8446,379,391.9,349.39,42.33,0.18,0,391.72,349.57,349.39
55.8948,391,385.87,349.17,36.52,0.18,0,385.69,349.35,349.17
55.9449,375,381.26,348.95,32.13,0.18,0,381.08,349.13,348.95
55.9951,397,377.62,348.73,28.71,0.18,0,377.44,348.91,348.73
56.0452,377,374.69,348.51,25.99,0.18,0,374.5,348.69,348.51
56.0953,378,372.28,348.29,23.8,0.18,0,372.09,348.47,348.29
56.1455,339,370.26,348.08,22,0.18,0,370.08,348.26,348.08
56.1956,387,368.55,347.86,20.52,0.18,0,368.38,348.04,347.86
56.2457,377,367.1,347.64,19.28,0.18,0,366.92,347.82,347.64
56.2959,375,365.85,347.42,18.25,0.18,0,365.67,347.6,347.42
56.346,354,364.78,347.2,17.4,0.19,0,364.6,347.39,347.2
56.3962,369,363.86,346.98,16.69,0.19,0,363.67,347.17,346.98
56.4463,375,363.06,346.75,16.12,0.19,0,362.87,346.94,346.75
56.4964,371,362.42,346.53,15.67,0.19,0.03,362.2,346.72,346.56
56.5466,362,361.88,346.31,15.33,0.2,0.04,361.64,346.51,346.35
56.5967,351,361.42,346.09,15.12,0.21,0,361.21,346.3,346.09
56.6468,359,361.14,345.87,15.03,0.23,0.01,360.9,346.1,345.88
56.697,346,361.03,345.64,15.08,0.28,0.03,360.72,345.92,345.67
56.7471,337,361.09,345.42,15.3,0.36,0,360.72,345.78,345.42
56.7973,381,361.3,345.2,15.75,0.34,0,360.95,345.54,345.2
56.8474,339,361.76,344.98,16.5,0.28,0,361.48,345.26,344.98
56.8975,347,362.66,344.75,17.65,0.25,0,362.4,345,344.75
56.9477,365,364.13,344.53,19.36,0.24,0,363.89,344.77,344.53
56.9978,357,366.45,344.3,21.92,0.23,0,366.22,344.53,344.3
57.0479,360,370.31,344.08,26,0.23,0,370.08,344.31,344.08
57.0981,358,377.11,343.86,33.02,0.23,0,376.88,344.09,343.86
57.1482,381,388.55,343.63,44.68,0.24,0,388.31,343.87,343.63
57.1983,371,402.18,343.41,58.53,0.24,0,401.94,343.65,343.41
57.2485,381,406.01,343.18,62.58,0.25,0,405.76,343.43,343.18
57.2986,379,399.49,342.96,56.28,0.25,0,399.24,343.21,342.96
57.3488,367,394.25,342.73,51.26,0.26,0,393.99,342.99,342.73
57.3989,408,388.26,342.51,45.46,0.27,0.03,387.97,342.78,342.54
57.449,381,378.55,342.28,35.99,0.28,0.01,378.27,342.56,342.29
57.4992,396,370.19,342.05,27.84,0.29,0,369.89,342.34,342.05
57.5493,358,364.83,341.83,22.69,0.3,0.02,364.52,342.13,341.85
57.5994,365,361.54,341.6,19.61,0.33,0.01,361.21,341.93,341.61
57.6496,384,359.5,341.37,17.75,0.37,0.01,359.12,341.74,341.38
57.6997,345,358.17,341.15,16.6,0.41,0.01,357.75,341.56,341.16
57.7499,345,357.21,340.92,15.89,0.4,0,356.81,341.32,340.92
57.8,334,356.55,340.69,15.47,0.39,0,356.16,341.08,340.69
57.8501,374,356.12,340.46,15.25,0.4,0.01,355.71,340.86,340.47
57.9003,362,355.84,340.24,15.18,0.42,0,355.42,340.66,340.24
57.9504,353,355.68,340.01,15.23,0.44,0,355.24,340.45,340.01
58.0005,360,355.63,339.78,15.38,0.47,0,355.16,340.25,339.78
58.0507,368,355.67,339.55,15.62,0.5,0,355.17,340.05,339.55
58.1008,380,355.82,339.32,15.93,0.54,0.02,355.25,339.86,339.34
58.151,351,356.02,339.1,16.32,0.6,0,355.42,339.7,339.1
58.2011,344,356.33,338.87,16.79,0.67,0,355.66,339.54,338.87
58.2512,344,356.74,338.64,17.33,0.76,0.01,355.97,339.4,338.65
58.3014,361,357.2,338.41,17.95,0.84,0,356.36,339.25,338.41
58.3515,399,357.76,338.18,18.65,0.93,0,356.83,339.11,338.18
58.4016,357,358.46,337.95,19.45,1.06,0,357.4,339.01,337.95
58.4518,371,359.31,337.72,20.35,1.24,0,358.07,338.96,337.72
58.5019,360,360.34,337.49,21.36,1.49,0,358.85,338.98,337.49
58.5521,343,361.61,337.26,22.5,1.85,0,359.76,339.11,337.26
58.6022,333,363.17,337.03,23.79,2.35,0,360.82,339.38,337.03
58.6523,370,365.09,336.8,25.27,3.02,0,362.07,339.82,336.8
